step,base_pos_x,base_pos_y,base_pos_z,base_roll,base_pitch,base_yaw,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z,cmd_lin_vel_x,cmd_lin_vel_y,cmd_ang_vel_z,actual_lin_vel_x,actual_lin_vel_y,actual_ang_vel_z,lin_vel_error,ang_vel_error
760,-6.8611665,6.034335,0.54801047,6.2105675,0.01995606,3.4282844,-6.8493333,6.028139,0.051017657,-6.877917,6.276417,0.08720891,0.510177,0.41989893,0.34191132,0.55309683,0.52821493,0.79717904,0.11650951,0.45526773
761,-6.867932,6.0225067,0.54438275,6.1998587,0.036929805,3.4397252,-6.8561525,5.9973736,0.0446247,-6.887126,6.2644835,0.08315479,0.510177,0.41989893,0.33619094,0.5598078,0.47114974,0.30013847,0.07134324,0.036052465
762,-6.8751206,6.011007,0.5384883,6.188676,0.049534615,3.4445138,-6.851932,5.973025,0.03680359,-6.901,6.251308,0.076482885,0.510177,0.41989893,0.33379662,0.5524518,0.5090141,0.10709695,0.09863405,0.22669968
763,-6.8836875,5.999218,0.53799623,6.1887155,0.04051022,3.4408717,-6.8407083,5.973329,0.036723763,-6.9189487,6.227868,0.07095112,0.510177,0.41989893,0.33561766,0.56152225,0.40513477,-0.8296166,0.05342577,1.1652343
764,-6.8945646,5.9885097,0.5393578,6.1894827,0.012012334,3.435589,-6.829534,5.977684,0.04044044,-6.9328785,6.2098083,0.070793405,0.510177,0.41989893,0.33825898,0.6199041,0.3794568,-0.116822645,0.11694272,0.45508164
765,-6.9033594,5.975779,0.54354745,6.196962,0.000637846,3.4461706,-6.832791,5.981287,0.048720926,-6.935863,6.2007413,0.07700432,0.510177,0.41989893,0.33296824,0.5581532,0.49688274,0.6666134,0.090709545,0.33364516
766,-6.9088783,5.961379,0.5471665,6.2089915,0.012187764,3.4646897,-6.856846,5.9759574,0.054211885,-6.94392,6.1909413,0.08248762,0.510177,0.41989893,0.32370865,0.50788754,0.5624624,0.76780325,0.14258184,0.4440946
767,-6.913686,5.9472885,0.54773784,6.216844,0.030939918,3.4861355,-6.8914957,5.951288,0.05247517,-6.95298,6.186516,0.088593304,0.510177,0.41989893,0.31298578,0.5215181,0.5308028,1.1051108,0.111482225,0.792125
768,-6.9194136,5.9343505,0.54491127,6.215077,0.0431605,3.5068972,-6.9122415,5.9215813,0.047319755,-6.9608617,6.182784,0.090336725,0.510177,0.41989893,0.3026049,0.55906165,0.48713306,0.76784873,0.08312722,0.46524382
769,-6.9267583,5.9218946,0.53932405,6.203419,0.04526286,3.5134141,-6.9152694,5.8964386,0.039236993,-6.9732437,6.173652,0.086399816,0.510177,0.41989893,0.29934645,0.5795155,0.4529916,-0.020793699,0.07683068,0.32014015
770,-6.9338164,5.9093013,0.53652054,6.1998963,0.045226015,3.5161445,-6.9095263,5.884099,0.036123827,-6.986983,6.154841,0.07994676,0.510177,0.41989893,0.29798126,0.55080456,0.44124213,-0.19530565,0.04589258,0.4932869
771,-6.9423804,5.897564,0.5393407,6.206232,0.025220873,3.5160818,-6.897489,5.889822,0.04081501,-7.0007224,6.1296115,0.077390574,0.510177,0.41989893,0.2980125,0.5485423,0.3506218,-0.6127197,0.07919102,0.9107322
772,-6.9526415,5.8852015,0.5419077,6.224185,6.2702246,3.5206347,-6.887811,5.8867393,0.047607213,-7.011364,6.1109385,0.07849184,0.510177,0.41989893,0.2957362,0.6181652,0.36833072,0.5209762,0.11966924,0.22523999
773,-6.959558,5.870187,0.5481238,6.2431517,6.2549114,3.5349152,-6.898896,5.8823905,0.05874309,-7.0198183,6.0990562,0.08580986,0.510177,0.41989893,0.2885959,0.5311084,0.5303737,0.5581545,0.11244019,0.2695586
774,-6.9643946,5.8557415,0.5518509,6.2552085,6.2614074,3.5525045,-6.929093,5.8613286,0.060688734,-7.0260053,6.0853386,0.09019722,0.510177,0.41989893,0.27980125,0.51239896,0.49247217,1.0061039,0.07260725,0.7263026
775,-6.9686174,5.843418,0.5517672,6.2569666,6.2777286,3.5729504,-6.9548516,5.827248,0.057259098,-7.029565,6.074994,0.09196857,0.510177,0.41989893,0.26957834,0.5119181,0.4449275,0.9803233,0.025089074,0.710745
776,-6.9742074,5.831397,0.54862493,6.2502155,0.0023065004,3.5820026,-6.96458,5.793063,0.0515614,-7.0381517,6.0606937,0.086748905,0.510177,0.41989893,0.2650522,0.54252535,0.41678387,0.20098104,0.032497972,0.06407116
777,-6.9809575,5.8201675,0.5419644,6.2349634,0.0028930067,3.5814173,-6.9618134,5.7652454,0.04228963,-7.048397,6.039935,0.07584318,0.510177,0.41989893,0.26534498,0.55667365,0.39740354,-0.31759965,0.051652484,0.58294463
778,-6.988433,5.807429,0.5342983,6.2329926,6.272506,3.576822,-6.953808,5.752227,0.03356135,-7.062624,6.0148454,0.06266028,0.510177,0.41989893,0.2676425,0.54343516,0.41712257,-0.5329122,0.03337382,0.8005547
779,-6.99648,5.794108,0.5362755,6.2476625,6.2504416,3.5805314,-6.940638,5.758709,0.03749445,-7.06321,6.003477,0.06468983,0.510177,0.41989893,0.26578772,0.57717824,0.41034308,-0.13458923,0.06767923,0.40037695
780,-7.002854,5.779627,0.54216677,6.2588434,6.2370076,3.579459,-6.937882,5.7654176,0.048370108,-7.0634217,5.994081,0.07226815,0.510177,0.41989893,0.26632404,0.54803413,0.5290621,-0.32521045,0.11554115,0.5915345
781,-7.0069947,5.7644734,0.5483049,6.265546,6.2398424,3.590688,-6.953332,5.7614284,0.056763813,-7.065567,5.9818673,0.07986919,0.510177,0.41989893,0.26070964,0.5016784,0.57131594,0.63460547,0.15165533,0.37389582
782,-7.0098658,5.750768,0.55177677,6.2623367,6.2585697,3.6097376,-6.9814935,5.7379465,0.05750574,-7.068709,5.9726615,0.08693965,0.510177,0.41989893,0.2511847,0.4883236,0.5272596,1.1692703,0.10956223,0.9180856
783,-7.0134563,5.7372723,0.5529711,6.2545056,6.2785563,3.622432,-6.9911957,5.7189,0.05762379,-7.0702233,5.9643254,0.09014639,0.510177,0.41989893,0.24483752,0.5421456,0.50936246,0.5378086,0.09500376,0.29297107
784,-7.0186954,5.7255006,0.55107033,6.2289896,0.012239347,3.6328325,-6.986512,5.6865544,0.052562773,-7.070301,5.9506326,0.08624353,0.510177,0.41989893,0.23963726,0.56606334,0.44462717,0.3268198,0.061112743,0.08718255
785,-7.0244184,5.714302,0.5454931,6.200354,0.02583499,3.6369066,-6.9705095,5.66378,0.044041276,-7.0751295,5.9310517,0.076863706,0.510177,0.41989893,0.2376002,0.57098377,0.4453224,-0.077787876,0.06590761,0.31538808
786,-7.0309973,5.702194,0.540851,6.1866436,0.023780279,3.6304045,-6.9562593,5.663194,0.039035454,-7.087602,5.9078617,0.06850746,0.510177,0.41989893,0.24085128,0.5610442,0.38813642,-0.85352117,0.059969403,1.0943725
787,-7.0395427,5.689546,0.53968406,6.1799326,6.281526,3.6168652,-6.9464297,5.6639237,0.038884774,-7.0931025,5.895247,0.068133295,0.510177,0.41989893,0.24762094,0.6215014,0.4325699,-0.8306501,0.11204316,1.078271
788,-7.0453143,5.6745467,0.5437778,6.186078,6.2697845,3.6152472,-6.9525914,5.669517,0.04563093,-7.092615,5.8874955,0.0745449,0.510177,0.41989893,0.2484299,0.5488168,0.5703458,0.11617769,0.15532964,0.1322522
789,-7.0477257,5.657986,0.5479152,6.1981387,6.2742634,3.6287413,-6.9817095,5.667858,0.05162169,-7.099685,5.877276,0.08032669,0.510177,0.41989893,0.24168289,0.49127364,0.64212537,0.77579176,0.22302899,0.5341089
790,-7.050422,5.641542,0.5496031,6.203476,6.28155,3.6458464,-7.02035,5.6487308,0.052437812,-7.1085024,5.8702087,0.086662754,0.510177,0.41989893,0.23313034,0.52525043,0.59764683,1.5393299,0.1783859,1.3061996
791,-7.0535893,5.6258755,0.5496747,6.202407,0.014163856,3.6567256,-7.033179,5.63342,0.05291505,-7.1146493,5.8642783,0.09125345,0.510177,0.41989893,0.2276907,0.5421163,0.56091344,0.28525138,0.14458634,0.057560682
792,-7.057592,5.612426,0.5454561,6.182805,0.031564318,3.6729872,-7.040505,5.598576,0.044461146,-7.117273,5.859303,0.09154611,0.510177,0.41989893,0.21955991,0.5732939,0.50871783,0.6523586,0.1089612,0.43279868
793,-7.0631766,5.600229,0.537777,6.1521144,0.039595734,3.681157,-7.0344925,5.5710993,0.03188762,-7.122865,5.846583,0.08532339,0.510177,0.41989893,0.21547496,0.5899799,0.4699158,0.17988355,0.094181664,0.03559141
794,-7.06754,5.5867853,0.5388859,6.150714,0.041785754,3.6829638,-7.0292997,5.5691338,0.03309232,-7.132689,5.822818,0.081636846,0.510177,0.41989893,0.2145716,0.53796065,0.4094338,-0.5214459,0.029689204,0.73601747
795,-7.0737023,5.573307,0.541783,6.161622,0.022751395,3.67543,-7.0229855,5.569244,0.037683725,-7.1466355,5.802002,0.0821955,0.510177,0.41989893,0.21833849,0.5542767,0.39026022,-0.39121345,0.05313413,0.6095519
796,-7.078723,5.558467,0.544436,6.180191,0.009440076,3.6781754,-7.0263805,5.5708985,0.045532987,-7.156003,5.787491,0.08498155,0.510177,0.41989893,0.2169658,0.5633838,0.5043373,-0.0370653,0.09980383,0.2540311
797,-7.0811796,5.542608,0.54662204,6.199375,0.017335935,3.691426,-7.0477185,5.5578694,0.05048208,-7.1607685,5.7776275,0.08935066,0.510177,0.41989893,0.2103405,0.5269041,0.5420131,0.4851859,0.123254485,0.2748454
798,-7.0825815,5.527706,0.54533654,6.215087,0.038661767,3.7054353,-7.0721126,5.530228,0.049430028,-7.164551,5.771406,0.092357256,0.510177,0.41989893,0.20333588,0.51798916,0.50983787,0.58417803,0.09027758,0.38084215
799,-7.085535,5.5137453,0.5414223,6.217139,0.052248556,3.7135494,-7.080245,5.507741,0.04501556,-7.1672845,5.7620792,0.089508235,0.510177,0.41989893,0.19927883,0.5534003,0.4833902,0.121320345,0.07680751,0.07795849
800,-7.0902,5.501458,0.5354865,6.2014685,0.059373245,3.7151592,-7.078134,5.488247,0.036318257,-7.1701164,5.7450943,0.08144851,0.510177,0.41989893,0.19847393,0.5402314,0.4695642,-0.06350724,0.058050886,0.26198116
801,-7.095025,5.488485,0.5369365,6.201925,0.05241095,3.716134,-7.068427,5.488688,0.038689658,-7.174051,5.7166376,0.07568588,0.510177,0.41989893,0.19798648,0.5280828,0.36340022,-0.744283,0.05926821,0.9422695
802,-7.1023436,5.475031,0.5384767,6.208866,0.018842768,3.713633,-7.056704,5.4916935,0.04294713,-7.182197,5.6937613,0.07493644,0.510177,0.41989893,0.19923699,0.5504917,0.3454674,-0.64768076,0.08464825,0.84691775
803,-7.1083493,5.4613137,0.5416425,6.2222557,6.280032,3.7160203,-7.052942,5.4925265,0.05143003,-7.1850376,5.679207,0.07893364,0.510177,0.41989893,0.19804335,0.5579809,0.43579325,0.04034978,0.050376985,0.15769356
804,-7.111134,5.4464836,0.54646826,6.233451,6.2791343,3.7286024,-7.0648527,5.4828906,0.06016463,-7.1918697,5.6669602,0.085058026,0.510177,0.41989893,0.19175231,0.51045424,0.52037525,0.48695827,0.10047671,0.29520595
805,-7.1132264,5.431819,0.5485688,6.240422,0.0037877227,3.7457633,-7.0898614,5.448913,0.057504565,-7.1982884,5.658601,0.091603555,0.510177,0.41989893,0.18317175,0.51415914,0.49629945,0.95289105,0.07650422,0.7697193
806,-7.115259,5.4187984,0.54699993,6.2386646,0.017720886,3.7640407,-7.106758,5.40634,0.051232323,-7.202643,5.6532984,0.09444142,0.510177,0.41989893,0.17403328,0.5181171,0.45645607,0.7604781,0.037409477,0.5864448
807,-7.1187663,5.405615,0.5429691,6.2284374,0.021825856,3.7676833,-7.107366,5.378844,0.044249848,-7.2094903,5.6403775,0.0900585,0.510177,0.41989893,0.17221189,0.5453532,0.42561764,-0.15975909,0.035637982,0.331971
808,-7.1235805,5.392578,0.5362452,6.212223,0.017179072,3.7653723,-7.0998626,5.3570294,0.03473884,-7.216396,5.6193852,0.0786592,0.510177,0.41989893,0.17336726,0.5485665,0.466837,-0.45204067,0.060637742,0.62540793
809,-7.1287346,5.378413,0.5355991,6.2164493,6.2754745,3.765431,-7.0920887,5.3577538,0.035027757,-7.2226195,5.589871,0.070440106,0.510177,0.41989893,0.17333806,0.530228,0.36259496,-0.61341465,0.060710683,0.7867527
810,-7.135215,5.363827,0.53617454,6.2298293,6.237819,3.7679899,-7.082448,5.363031,0.03910035,-7.2279577,5.5708175,0.07048154,0.510177,0.41989893,0.17205858,0.5975956,0.3946451,0.56149215,0.09099319,0.38943356
811,-7.1386824,5.3483396,0.5406343,6.2413325,6.2208185,3.7772436,-7.0836005,5.367206,0.049506694,-7.231255,5.5589514,0.077349916,0.510177,0.41989893,0.16743171,0.5272904,0.52895707,0.037338737,0.1103927,0.13009298
812,-7.1395407,5.3325076,0.54501456,6.248432,6.2223415,3.7979789,-7.1003036,5.3539,0.05550459,-7.2380023,5.5478687,0.08399778,0.510177,0.41989893,0.15706408,0.502228,0.5639001,0.891324,0.14422041,0.7342599
813,-7.1393948,5.3186183,0.54603565,6.2465844,6.242117,3.821957,-7.1242867,5.31906,0.05260469,-7.2457585,5.542351,0.09123898,0.510177,0.41989893,0.14507496,0.49971813,0.53135735,1.377483,0.11194806,1.232408
814,-7.140404,5.304966,0.5446191,6.2362823,6.258188,3.8390176,-7.1320066,5.2966685,0.04931128,-7.2508407,5.5328045,0.09160099,0.510177,0.41989893,0.1365447,0.52455485,0.48470193,0.6518971,0.06637885,0.51535237
815,-7.143328,5.292367,0.53978,6.2097673,6.266826,3.849135,-7.126837,5.272681,0.040231347,-7.2536764,5.5147195,0.08387129,0.510177,0.41989893,0.13148606,0.5518877,0.43158084,0.10922926,0.043315675,0.022256799
816,-7.146466,5.279398,0.53335154,6.18868,6.268199,3.850557,-7.1165605,5.260727,0.031224176,-7.2598414,5.4899554,0.07241783,0.510177,0.41989893,0.13077497,0.5272799,0.47025675,-0.7634793,0.05318288,0.89425427
817,-7.149831,5.265385,0.5344232,6.1963034,6.250526,3.8474512,-7.108009,5.2642417,0.033833817,-7.26835,5.4639864,0.06935129,0.510177,0.41989893,0.13232791,0.5375017,0.37026608,-0.6756084,0.05665737,0.8079363
818,-7.1532574,5.250458,0.5390129,6.2059984,6.230901,3.8466034,-7.108259,5.268878,0.04260567,-7.271053,5.448739,0.07467656,0.510177,0.41989893,0.13275182,0.5527328,0.49304748,-0.19841988,0.08462687,0.3311717
819,-7.1532907,5.2350683,0.54513454,6.2145524,6.236557,3.8590193,-7.1210556,5.261155,0.05212316,-7.2716265,5.4362364,0.08167097,0.510177,0.41989893,0.12654388,0.5052678,0.56191194,0.48206308,0.14209785,0.3555192
820,-7.152046,5.2207556,0.54822564,6.2189026,6.2583585,3.8745482,-7.141689,5.231477,0.05396764,-7.273416,5.426547,0.08739634,0.510177,0.41989893,0.11877954,0.49313077,0.53564084,0.8941283,0.11699045,0.7753488
821,-7.1508512,5.206315,0.54982513,6.222074,0.003595976,3.8828979,-7.1433597,5.2131944,0.055739492,-7.273155,5.418906,0.09138915,0.510177,0.41989893,0.11460459,0.53606594,0.5335001,0.31976515,0.11651377,0.20516056
822,-7.1515174,5.1937356,0.5484656,6.205435,0.032415718,3.8898625,-7.1270094,5.1806254,0.05006689,-7.2695417,5.4076557,0.08903368,0.510177,0.41989893,0.11112225,0.557431,0.4588304,0.29605296,0.06122578,0.18493071
823,-7.153701,5.181951,0.5434937,6.179608,0.055099927,3.891086,-7.098164,5.155734,0.041322976,-7.267612,5.391105,0.08152566,0.510177,0.41989893,0.11051047,0.56982815,0.43261534,-0.1215578,0.06099152,0.23206827
824,-7.1570625,5.16882,0.54110056,6.1643443,0.05235056,3.8790462,-7.086077,5.153741,0.037806004,-7.2690735,5.3671784,0.0749858,0.510177,0.41989893,0.11653054,0.5613014,0.38411275,-1.2872127,0.062404767,1.4037433
825,-7.1620817,5.1543493,0.54009295,6.1650763,0.025550967,3.8628168,-7.0810304,5.164904,0.038741022,-7.2738967,5.3503056,0.07347326,0.510177,0.41989893,0.124645114,0.57965493,0.37845743,-1.2425691,0.08089857,1.3672142
826,-7.1647673,5.1388226,0.54390556,6.167413,0.01302755,3.8599815,-7.089563,5.17218,0.046137467,-7.27266,5.3396673,0.078535095,0.510177,0.41989893,0.12606275,0.55801183,0.54356724,0.102282144,0.13259722,0.023780607
827,-7.16462,5.1227775,0.54710054,6.1747293,0.015643753,3.8727975,-7.1132855,5.167242,0.05257921,-7.2734375,5.3344007,0.08588314,0.510177,0.41989893,0.119654775,0.5264206,0.586812,0.6986822,0.16770162,0.5790274
828,-7.1634874,5.107081,0.54688144,6.18094,0.02892413,3.8906398,-7.144356,5.1383452,0.051608846,-7.276411,5.333426,0.09300865,0.510177,0.41989893,0.11073363,0.5205264,0.56873405,1.2638212,0.14919451,1.1530876
829,-7.162922,5.092533,0.5440962,6.1772842,0.047415413,3.903461,-7.1583333,5.112624,0.048064426,-7.2782536,5.3331213,0.09738316,0.510177,0.41989893,0.10432303,0.55662805,0.5379806,0.24267305,0.12688965,0.13835002
830,-7.1643796,5.0788236,0.53859234,6.158154,0.060944464,3.9123704,-7.154532,5.0846653,0.038388714,-7.2775145,5.3285193,0.09604382,0.510177,0.41989893,0.0998683,0.57735837,0.47280514,0.40809625,0.08551258,0.30822796
831,-7.1653185,5.0658827,0.5361239,6.1433735,0.07752264,3.9166577,-7.147001,5.0795636,0.034857795,-7.277515,5.313889,0.09303124,0.510177,0.41989893,0.097724795,0.50713235,0.45272478,-0.12816684,0.032966755,0.22589163
832,-7.167652,5.0517354,0.53842217,6.1421866,0.0654282,3.9116917,-7.1415772,5.0818095,0.038922966,-7.2788215,5.295065,0.09420676,0.510177,0.41989893,0.10020769,0.54784757,0.41260168,-0.98664683,0.03837083,1.0868545
833,-7.170509,5.03717,0.54259694,6.1583233,0.04177411,3.906166,-7.131656,5.0812135,0.045972228,-7.283212,5.274567,0.0969707,0.510177,0.41989893,0.10297048,0.5307027,0.37888902,-0.3729127,0.045859743,0.4758832
834,-7.1714926,5.022499,0.5446715,6.188383,0.028687384,3.9024427,-7.12725,5.08219,0.05672504,-7.289672,5.252195,0.09560155,0.510177,0.41989893,0.10483205,0.49401897,0.40788355,-0.40873635,0.020135827,0.5135684
835,-7.170429,5.0072412,0.5469641,6.2130575,0.03399864,3.9085534,-7.1371017,5.0659156,0.06282689,-7.289533,5.234765,0.09605056,0.510177,0.41989893,0.10177684,0.5044903,0.53259724,0.2861121,0.112841696,0.18433526
836,-7.169033,4.9927945,0.54704624,6.2277327,0.051313996,3.9164436,-7.152716,5.025299,0.057304993,-7.2909284,5.224306,0.100725465,0.510177,0.41989893,0.09783161,0.50394666,0.49161536,0.7113383,0.07198655,0.6135067
837,-7.169323,4.9794917,0.54376006,6.2271976,0.063074276,3.9271047,-7.152851,4.980111,0.04797879,-7.28837,5.2124753,0.096912056,0.510177,0.41989893,0.09250116,0.5306633,0.43486884,0.41813198,0.02537295,0.3256308
838,-7.171153,4.966045,0.53775257,6.2164845,0.06372317,3.9284275,-7.1440105,4.9492116,0.03809455,-7.2877336,5.1941786,0.08653655,0.510177,0.41989893,0.09183979,0.5473029,0.4001534,-0.13115592,0.042050175,0.22299571
839,-7.1724753,4.952266,0.5343475,6.2149653,0.06303819,3.932921,-7.1361756,4.940903,0.03494492,-7.28697,5.168076,0.075988814,0.510177,0.41989893,0.08959305,0.5235642,0.41045555,0.22996683,0.01638275,0.14037378
840,-7.175247,4.938494,0.5353254,6.2216783,0.042598728,3.933633,-7.1272964,4.94878,0.038088128,-7.2880774,5.1346145,0.06922842,0.510177,0.41989893,0.089236975,0.53463924,0.33329487,-0.51755995,0.089992575,0.6067969
841,-7.1804814,4.9237685,0.5381507,6.2338653,6.2802634,3.9326122,-7.115428,4.950778,0.044601277,-7.2906,5.1091523,0.07013594,0.510177,0.41989893,0.08974743,0.6047244,0.2993558,0.16271651,0.15319873,0.07296908
842,-7.182438,4.908136,0.54512,6.2491374,6.2554536,3.9388404,-7.12147,4.9491053,0.057938427,-7.293659,5.0952883,0.07886337,0.510177,0.41989893,0.086633325,0.5261727,0.47923732,0.04273337,0.061456542,0.043899953
843,-7.1819186,4.893064,0.5509162,6.2603955,6.2536135,3.9499588,-7.1409607,4.926007,0.063326105,-7.2984867,5.081547,0.085364744,0.510177,0.41989893,0.08107412,0.49997404,0.48086149,0.44435135,0.061810467,0.36327723
844,-7.1810503,4.880806,0.5531132,6.2594724,6.2707915,3.9621735,-7.160335,4.8825655,0.06017773,-7.303667,5.072282,0.092198536,0.510177,0.41989893,0.07496667,0.4778902,0.4267422,0.849198,0.03300408,0.7742313
845,-7.181798,4.8687105,0.55210114,6.247304,6.2792883,3.9701858,-7.16405,4.8412566,0.055208653,-7.30866,5.058136,0.09015554,0.510177,0.41989893,0.07096064,0.51902586,0.40763977,0.2648858,0.015119159,0.19392517
846,-7.1841393,4.8567805,0.54785603,6.225078,6.2795024,3.9691918,-7.156631,4.810268,0.047877774,-7.311595,5.036053,0.08164266,0.510177,0.41989893,0.071457624,0.52860767,0.37104267,-0.36105573,0.052217074,0.43251336
847,-7.186931,4.843619,0.5397046,6.2086873,6.268194,3.9634726,-7.146721,4.794856,0.037002698,-7.316404,5.009209,0.06856504,0.510177,0.41989893,0.07431722,0.55200595,0.40844092,-0.648082,0.043369867,0.72239923
848,-7.1894097,4.8288198,0.5313233,6.212983,6.244795,3.953417,-7.141632,4.8011236,0.02865903,-7.325853,4.982352,0.056891546,0.510177,0.41989893,0.07934499,0.5274275,0.35469,-0.83019584,0.067452095,0.90954083
849,-7.1918387,4.8140454,0.5312164,6.210904,6.222943,3.9464378,-7.145008,4.812749,0.0308889,-7.3254504,4.9778185,0.06114763,0.510177,0.41989893,0.0828346,0.5249742,0.4838434,-0.716351,0.06563423,0.7991856
850,-7.1917562,4.7992444,0.5325415,6.2059126,6.2168317,3.9544654,-7.1583285,4.8094463,0.034453288,-7.3228817,4.9750204,0.06652949,0.510177,0.41989893,0.078820825,0.500827,0.53841865,0.5581331,0.11888796,0.4793123
851,-7.1907916,4.7851353,0.5330569,6.19545,6.223832,3.9656076,-7.171773,4.7987413,0.035838753,-7.322251,4.9713535,0.07085317,0.510177,0.41989893,0.0732497,0.507139,0.53575134,0.5217074,0.11589224,0.44845772
852,-7.1891174,4.7714763,0.5317247,6.185899,6.2469907,3.968927,-7.176442,4.789439,0.034657627,-7.3181677,4.969045,0.07364151,0.510177,0.41989893,0.071590066,0.5107465,0.5361268,0.091793,0.11622926,0.020202935
853,-7.1877685,4.759126,0.5272248,6.1653576,6.2798457,3.974577,-7.1764545,4.7720685,0.027801678,-7.309027,4.9637995,0.07044539,0.510177,0.41989893,0.068764925,0.5169309,0.49552536,0.15108097,0.075927414,0.08231604
854,-7.186306,4.7470737,0.5267464,6.15025,0.025398986,3.961851,-7.174807,4.7712526,0.028818786,-7.2948613,4.9484553,0.0663672,0.510177,0.41989893,0.07512808,0.48707563,0.46180937,-1.2868359,0.04785561,1.361964
855,-7.187314,4.734747,0.5291144,6.140212,0.03256831,3.9545908,-7.172831,4.7705383,0.03256215,-7.2762976,4.930978,0.066542506,0.510177,0.41989893,0.07875812,0.5151448,0.4005142,-0.49347106,0.020011181,0.57222915
856,-7.187972,4.721368,0.5331853,6.152593,0.029343728,3.9557877,-7.168903,4.774864,0.03989385,-7.2642174,4.9156313,0.06961034,0.510177,0.41989893,0.07815969,0.5043773,0.40693122,-0.33421272,0.014205564,0.4123724
857,-7.1870413,4.7065873,0.54105294,6.173402,0.029580692,3.9616802,-7.1634827,4.779484,0.056151733,-7.2639084,4.903179,0.07677011,0.510177,0.41989893,0.07521355,0.5148985,0.4833374,0.1626954,0.06361393,0.08748184
858,-7.1838365,4.6918726,0.54906,6.199448,0.047592796,3.9755282,-7.1688952,4.76123,0.06839587,-7.264056,4.8934336,0.08535518,0.510177,0.41989893,0.0682894,0.48385936,0.52919525,0.5350263,0.112420216,0.4667369
859,-7.1797466,4.6777487,0.55461353,6.222424,0.07767191,3.985167,-7.183654,4.713855,0.06820755,-7.268757,4.8849754,0.09349898,0.510177,0.41989893,0.06346989,0.4813366,0.52201176,0.70705366,0.10610749,0.6435838
860,-7.17716,4.6640563,0.5567094,6.23402,0.09928004,3.9965513,-7.1805544,4.659396,0.06403726,-7.268126,4.878622,0.09596225,0.510177,0.41989893,0.05777788,0.51718676,0.47533986,0.16927189,0.05588232,0.111494005
861,-7.1770086,4.650149,0.55560577,6.231947,0.103580974,3.9977417,-7.1560884,4.611208,0.057582214,-7.2701335,4.8700614,0.09533546,0.510177,0.41989893,0.05718267,0.5425196,0.44319937,-0.31312284,0.039861698,0.3703055
862,-7.1786275,4.6372538,0.551396,6.2161407,0.101748854,3.9883115,-7.1240396,4.577207,0.049796313,-7.274988,4.8532286,0.08988973,0.510177,0.41989893,0.061897755,0.5446618,0.39954787,-0.5663254,0.040042065,0.6282232
863,-7.1814137,4.6227636,0.5432474,6.2031546,0.08200707,3.969878,-7.09433,4.5633745,0.03951125,-7.2818813,4.8277307,0.07821318,0.510177,0.41989893,0.07111442,0.5734132,0.4410254,-1.3790804,0.0666719,1.4501948
864,-7.184389,4.6066136,0.53855824,6.214215,0.046051845,3.9542544,-7.085802,4.5626864,0.03524378,-7.286059,4.7950563,0.0664392,0.510177,0.41989893,0.078926325,0.568874,0.36277705,-1.4572579,0.081903875,1.5361842
865,-7.187167,4.589698,0.54032505,6.2336206,0.011001443,3.9450507,-7.0949044,4.5722704,0.039914235,-7.283031,4.781447,0.06782551,0.510177,0.41989893,0.08352816,0.6093621,0.47727066,-0.6805864,0.11458273,0.76411456
866,-7.186414,4.5737324,0.54396147,6.248939,0.00824811,3.9425282,-7.117268,4.5654364,0.045657203,-7.2848525,4.7739787,0.075116776,0.510177,0.41989893,0.084789395,0.52701,0.5458471,-0.021180894,0.12706807,0.10597029
867,-7.185718,4.5589433,0.54594845,6.2536597,0.017273296,3.9384303,-7.1358743,4.5480647,0.04812959,-7.2901626,4.763656,0.08116959,0.510177,0.41989893,0.086838365,0.5570525,0.5093893,-0.1297409,0.10102393,0.21657926
868,-7.1865396,4.5462227,0.5453525,6.2398586,0.034581035,3.933608,-7.141736,4.527603,0.04602836,-7.289038,4.749972,0.08218767,0.510177,0.41989893,0.08924961,0.5387149,0.4296311,-0.16784811,0.030151706,0.25709772
869,-7.1882653,4.534655,0.5411854,6.2156277,0.05310369,3.9250996,-7.138186,4.5036483,0.039500237,-7.2869825,4.7328954,0.07719369,0.510177,0.41989893,0.09350371,0.53755945,0.4176722,-0.51115465,0.027472824,0.60465837
870,-7.18951,4.5216503,0.53871566,6.208899,0.06318787,3.9204612,-7.1321535,4.497434,0.037240192,-7.285033,4.7115116,0.07073742,0.510177,0.41989893,0.09582293,0.5266247,0.4185766,-0.4095012,0.016500734,0.5053241
871,-7.1928945,4.5074377,0.5403508,6.216378,0.04307748,3.9143465,-7.1231265,4.5063977,0.040977895,-7.2832355,4.6891356,0.06867597,0.510177,0.41989893,0.09888029,0.5534169,0.344451,-0.8697503,0.086960204,0.9686306
872,-7.196688,4.4926295,0.54415476,6.2345552,0.014828775,3.9150453,-7.1173353,4.5062046,0.048224762,-7.2787385,4.676975,0.07358046,0.510177,0.41989893,0.09853089,0.574419,0.3858737,0.110504836,0.07269629,0.011973947
873,-7.1971173,4.477026,0.55042565,6.256895,0.005801879,3.9210308,-7.128162,4.5027103,0.06065102,-7.280144,4.663005,0.08023065,0.510177,0.41989893,0.09553814,0.53410625,0.50008917,0.23755173,0.08368442,0.1420136
