step,base_pos_x,base_pos_y,base_pos_z,base_roll,base_pitch,base_yaw,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z,cmd_lin_vel_x,cmd_lin_vel_y,cmd_ang_vel_z,actual_lin_vel_x,actual_lin_vel_y,actual_ang_vel_z,lin_vel_error,ang_vel_error
2383,-1.5840589,1.6671271,0.5373393,6.127171,0.058116008,5.770862,-1.644921,1.7877439,0.038536623,-1.7039604,1.6198347,0.06421612,0.9563341,0.22207016,-0.86915314,0.9657435,0.07396471,-1.5249541,0.14840405,0.65580094
2384,-1.5654902,1.6574486,0.53438026,6.1410317,0.025899354,5.724716,-1.6509309,1.8037572,0.049576566,-1.672171,1.5986745,0.058199987,0.9563341,0.22207016,-0.8460802,1.0126979,0.009756122,-1.7107236,0.21966824,0.86464345
2385,-1.5467079,1.6478996,0.5347148,6.165506,6.2797866,5.6799765,-1.6458986,1.8195832,0.06660054,-1.6551317,1.5968683,0.055009946,0.9563341,0.22207016,-0.82371044,1.0056748,0.09414215,-1.6477137,0.1371134,0.8240032
2386,-1.5294989,1.641737,0.54169136,6.184511,6.2705073,5.6385846,-1.6389068,1.8163023,0.0889934,-1.6470399,1.5991644,0.059804942,0.9563341,0.22207016,-0.8030145,0.90251607,0.257424,-1.0680112,0.06439158,0.26499665
2387,-1.5128051,1.6368849,0.55047524,6.1910796,6.261691,5.61514,-1.6149814,1.7998372,0.10309703,-1.6424017,1.5953029,0.06821653,0.9563341,0.22207016,-0.79129225,0.8186818,0.30849817,0.015977649,0.16253605,0.8072699
2388,-1.4965246,1.6275176,0.5573072,6.16873,6.235082,5.611742,-1.5655992,1.7792645,0.09248439,-1.6442152,1.6028842,0.08289833,0.9563341,0.22207016,-0.78959334,0.89091516,0.1747652,1.3386685,0.08073041,2.1282618
2389,-1.4814363,1.617478,0.56046975,6.141425,6.2222414,5.606296,-1.5033994,1.7436599,0.068705395,-1.6408077,1.6093874,0.09501578,0.9563341,0.22207016,-0.78687024,0.8784296,0.18693522,0.6622628,0.085460976,1.449133
2390,-1.4649808,1.6084611,0.56238866,6.1284328,6.221645,5.5887003,-1.4758949,1.7258596,0.064373046,-1.6307358,1.6049603,0.09990285,0.9563341,0.22207016,-0.77807224,0.9910794,0.24516244,-0.4048884,0.041719154,0.37318385
2391,-1.4501352,1.600654,0.56207883,6.115016,6.256772,5.581844,-1.4416147,1.7136693,0.054935083,-1.6100504,1.5903162,0.09657949,0.9563341,0.22207016,-0.7746441,0.93155485,0.22377239,0.7886116,0.02483766,1.5632557
2392,-1.4376032,1.5926651,0.5575867,6.092489,0.016111825,5.575242,-1.4162616,1.7037368,0.046288073,-1.5858271,1.580346,0.092237264,0.9563341,0.22207016,-0.7713431,0.9191291,0.18132685,0.5625368,0.055174563,1.33388
2393,-1.42275,1.5839957,0.5500098,6.080728,0.033575423,5.5525064,-1.4150432,1.6980098,0.039288536,-1.5544121,1.5684941,0.08447209,0.9563341,0.22207016,-0.7599754,0.963331,0.18677132,-0.53403604,0.03598561,0.22593933
2394,-1.40587,1.5737518,0.54492575,6.0921726,0.020586418,5.519808,-1.415923,1.7053584,0.04069248,-1.5162116,1.552975,0.07704699,0.9563341,0.22207016,-0.743626,0.98674136,0.16139106,-1.1415671,0.06787159,0.3979411
2395,-1.3876452,1.5626899,0.5414146,6.123474,6.276733,5.4913287,-1.4123975,1.7220498,0.050204307,-1.4782746,1.5553558,0.06867488,0.9563341,0.22207016,-0.72938657,1.0252857,0.13905632,-0.5723522,0.10791488,0.1570344
2396,-1.369742,1.5526992,0.542655,6.151397,6.2653375,5.4695005,-1.4056115,1.7293341,0.06464463,-1.4637189,1.5575725,0.06747891,0.9563341,0.22207016,-0.7184726,0.9774214,0.25001454,-0.6240706,0.035008036,0.094402015
2397,-1.3525728,1.5451788,0.5488575,6.1661406,6.2656026,5.45142,-1.3986261,1.7162722,0.08021087,-1.4621983,1.554884,0.072061375,0.9563341,0.22207016,-0.70943207,0.89375526,0.36150694,0.32658786,0.15283562,1.0360199
2398,-1.3369064,1.5363204,0.5537308,6.16351,6.264902,5.4578953,-1.3693769,1.6881354,0.077655844,-1.4656197,1.5623719,0.081570685,0.9563341,0.22207016,-0.71266985,0.8957528,0.23531614,1.9707823,0.062012523,2.6834521
2399,-1.3225286,1.5259603,0.5546768,6.1508512,6.2703657,5.4670525,-1.324229,1.6468436,0.060149774,-1.468006,1.5727392,0.092325985,0.9563341,0.22207016,-0.7172483,0.90500546,0.20135109,1.6021175,0.055352606,2.319366
2400,-1.3065608,1.5149814,0.5579662,6.1516786,6.2775784,5.457023,-1.2945585,1.626538,0.059362844,-1.4633068,1.5683141,0.098912835,0.9563341,0.22207016,-0.7122339,1.0314215,0.21257542,-0.2191106,0.075685345,0.4931233
2401,-1.2926227,1.5042707,0.55962205,6.1440377,0.02622009,5.443437,-1.2486836,1.6130569,0.053099066,-1.4478412,1.5500481,0.09765093,0.9563341,0.22207016,-0.7054408,0.98455095,0.18323696,0.18388203,0.04800216,0.8893229
2402,-1.2803514,1.4927577,0.5570683,6.124327,0.05627852,5.424245,-1.2120935,1.6077937,0.048819065,-1.4266783,1.5345011,0.094285175,0.9563341,0.22207016,-0.69584453,0.9837493,0.15742958,-0.014948849,0.07021393,0.6808957
2403,-1.2660122,1.4805765,0.5505154,6.1124673,0.06580907,5.3901052,-1.1989313,1.6069491,0.043237,-1.3950499,1.5149451,0.08545788,0.9563341,0.22207016,-0.6787747,0.998167,0.23860896,-0.85291135,0.04498356,0.17413664
2404,-1.2505862,1.467758,0.54468215,6.1216373,0.060450356,5.352009,-1.1992513,1.6154336,0.042908594,-1.3548217,1.4860581,0.07617433,0.9563341,0.22207016,-0.6597266,1.0050814,0.14919697,-1.0989009,0.0876744,0.4391743
2405,-1.2350816,1.4531204,0.5417407,6.147028,0.038274273,5.3165193,-1.1934159,1.6314961,0.05216171,-1.3090873,1.4747473,0.06959535,0.9563341,0.22207016,-0.64198184,1.0448381,0.108351596,-1.1458557,0.14410017,0.5038738
2406,-1.2187328,1.4383729,0.53967184,6.188725,0.014929506,5.2910595,-1.184558,1.6387326,0.06493734,-1.2737058,1.4792196,0.06564067,0.9563341,0.22207016,-0.62925196,1.0638075,0.15502319,0.29694736,0.1266721,0.9261993
2407,-1.2040405,1.426711,0.54462916,6.212661,0.020221794,5.2754602,-1.1820163,1.6240908,0.07911925,-1.2679528,1.4823722,0.069221556,0.9563341,0.22207016,-0.6214522,0.93188715,0.24877964,0.57251453,0.036208432,1.1939667
2408,-1.1903716,1.4147896,0.5501118,6.2195587,0.026360294,5.271968,-1.1675372,1.5881784,0.079201356,-1.2679913,1.4882969,0.07688622,0.9563341,0.22207016,-0.61970603,0.9240753,0.20576714,1.3406682,0.03614442,1.9603742
2409,-1.1774721,1.400937,0.5519424,6.216342,0.024738008,5.271703,-1.1437649,1.5373712,0.06672576,-1.2701894,1.5022837,0.08903721,0.9563341,0.22207016,-0.6195737,0.95008,0.18098556,1.4092373,0.041557897,2.028811
2410,-1.1642426,1.3866074,0.5515358,6.2175364,0.029464554,5.26507,-1.123565,1.4973476,0.059026808,-1.2682638,1.5019306,0.09395127,0.9563341,0.22207016,-0.6162573,1.0215864,0.19177638,0.27279055,0.07194148,0.88904786
2411,-1.1522849,1.3729489,0.54792887,6.212915,0.05423276,5.258881,-1.0972759,1.4713259,0.048749685,-1.2614722,1.48189,0.08729009,0.9563341,0.22207016,-0.6131628,0.98296833,0.16754463,0.53100675,0.0606829,1.1441696
2412,-1.1420199,1.3590835,0.5402627,6.197553,0.080100186,5.2461305,-1.0686263,1.4577293,0.03788674,-1.2553542,1.456909,0.077475995,0.9563341,0.22207016,-0.60678744,0.9824129,0.14199845,0.25428084,0.08421151,0.86106825
2413,-1.1310142,1.3445739,0.5337232,6.193548,0.09294094,5.2245083,-1.0632555,1.4551815,0.032186538,-1.244903,1.4217086,0.066079766,0.9563341,0.22207016,-0.59597635,0.96086717,0.09622712,-0.16682246,0.12592466,0.4291539
2414,-1.1199623,1.3279624,0.53024507,6.2020044,0.07728248,5.188328,-1.0626554,1.460122,0.034252122,-1.2290813,1.377339,0.05636391,0.9563341,0.22207016,-0.5778861,1.0163203,0.03323363,-1.4420118,0.19813526,0.8641257
2415,-1.1084551,1.3073381,0.52871865,6.2208114,0.026312687,5.145238,-1.0581298,1.472708,0.04589568,-1.2049066,1.3462343,0.048177853,0.9563341,0.22207016,-0.5563412,1.0714461,-0.022075595,-1.3424797,0.26992205,0.78613853
2416,-1.0977956,1.2882335,0.5344656,6.228071,6.281214,5.1035733,-1.055224,1.4717528,0.063943915,-1.1981406,1.3417443,0.053508803,0.9563341,0.22207016,-0.5355089,1.0218484,0.14484425,-1.6797392,0.101271756,1.1442304
2417,-1.0861113,1.2725159,0.54330385,6.238069,6.268303,5.0699315,-1.064206,1.4513155,0.08427963,-1.1941886,1.3377731,0.06181702,0.9563341,0.22207016,-0.51868784,0.9418595,0.2736606,-0.4487783,0.05358254,0.06990954
2418,-1.0767078,1.2565508,0.55164355,6.2251716,6.257986,5.063673,-1.0519607,1.413633,0.08864121,-1.1939611,1.3376188,0.07534632,0.9563341,0.22207016,-0.5155587,0.9263542,0.16449647,1.203353,0.06491166,1.7189118
2419,-1.0690806,1.2394534,0.5564609,6.20109,6.2493596,5.0581822,-1.0307857,1.3560479,0.074555434,-1.1942267,1.3459544,0.09269151,0.9563341,0.22207016,-0.5128132,0.94139564,0.14695297,0.98736674,0.07658818,1.50018
2420,-1.0609369,1.2227756,0.55786,6.1827335,6.2513695,5.045929,-1.0108771,1.295958,0.060843214,-1.1930617,1.3404669,0.100234926,0.9563341,0.22207016,-0.5066868,0.97808486,0.19108455,-0.011077,0.037857667,0.49560982
2421,-1.0531602,1.2062517,0.55642414,6.16233,6.265748,5.03203,-0.9885065,1.2561984,0.05105643,-1.1901264,1.317817,0.09675299,0.9563341,0.22207016,-0.49973714,0.9729553,0.17647149,-0.13630852,0.048533518,0.36342862
2422,-1.0471233,1.1901649,0.55068153,6.131272,0.0017557009,5.0148754,-0.9588319,1.2227429,0.0394288,-1.1863682,1.2882007,0.0891428,0.9563341,0.22207016,-0.49115992,0.966398,0.15444404,-0.1434795,0.06837086,0.34768042
2423,-1.0403643,1.1730541,0.5420889,6.1043096,0.005927962,4.985812,-0.947068,1.2070214,0.02841696,-1.1762688,1.2558824,0.07879229,0.9563341,0.22207016,-0.47662842,0.9825074,0.20059495,-0.5302608,0.03385596,0.05363238
2424,-1.032459,1.1564806,0.54085374,6.11011,0.0038319961,4.942713,-0.9499255,1.2125235,0.02850157,-1.1584336,1.2045836,0.071391344,0.9563341,0.22207016,-0.45507848,0.9343769,0.14096612,-1.6052972,0.084023714,1.1502187
2425,-1.025308,1.1383626,0.5418505,6.125529,6.2648053,4.898438,-0.9515994,1.2201393,0.034776196,-1.1267371,1.1685162,0.0662182,0.9563341,0.22207016,-0.43294132,0.9793022,0.11072949,-1.1893919,0.113685,0.75645053
2426,-1.0172567,1.1180178,0.5438172,6.1613836,6.2259455,4.8671913,-0.9534476,1.2283663,0.04949689,-1.0924504,1.1495876,0.0632031,0.9563341,0.22207016,-0.417318,1.0251905,0.094417065,-0.23469125,0.14503968,0.18262674
2427,-1.0097488,1.0993874,0.54888177,6.195846,6.2106023,4.850273,-0.9459641,1.2197926,0.063278064,-1.0682027,1.1435525,0.06620969,0.9563341,0.22207016,-0.40885878,0.95049816,0.14395162,-0.012844695,0.078336224,0.3960141
2428,-1.0036436,1.0831338,0.5573797,6.2062926,6.2112455,4.837344,-0.94131273,1.1923922,0.073708706,-1.066361,1.1364172,0.07398376,0.9563341,0.22207016,-0.4023944,0.88804895,0.17567672,0.6845215,0.08255432,1.086916
2429,-0.9990647,1.0653207,0.5632992,6.202424,6.2011175,4.830619,-0.9297949,1.1494025,0.07186921,-1.0654423,1.1360399,0.08356191,0.9563341,0.22207016,-0.39903152,0.9222188,0.12020747,1.0433179,0.107423745,1.4423494
2430,-0.99524105,1.0460463,0.5680204,6.1952853,6.197484,4.819132,-0.92476106,1.1317396,0.07434876,-1.0627537,1.1240474,0.09037392,0.9563341,0.22207016,-0.39328814,1.0252784,0.11386411,0.34136248,0.12830383,0.7346506
2431,-0.9931362,1.0295805,0.5710557,6.178714,6.237837,4.8189926,-0.9040474,1.1132548,0.070310645,-1.0624844,1.0953994,0.09179512,0.9563341,0.22207016,-0.3932184,0.9607253,0.0694787,1.1261598,0.15265463,1.5193782
2432,-0.9930572,1.0154768,0.56985253,6.151687,0.012480142,4.8225813,-0.87723714,1.0955539,0.06620619,-1.0655085,1.0711833,0.09217054,0.9563341,0.22207016,-0.39501274,0.93548864,0.018179355,1.1059033,0.20495363,1.500916
2433,-0.9918502,0.9996885,0.56447816,6.1316614,0.049608313,4.8118963,-0.8629247,1.0933151,0.06292446,-1.0686872,1.0447139,0.088618845,0.9563341,0.22207016,-0.38967025,0.9688669,0.07541231,0.16061157,0.14719237,0.5502818
2434,-0.9880834,0.98107177,0.5550672,6.1294775,0.05533801,4.783804,-0.86374813,1.1082118,0.061125338,-1.0733535,1.0049858,0.08103292,0.9563341,0.22207016,-0.3756243,1.0068775,0.09534616,-0.9425043,0.13643171,0.56688
2435,-0.9851686,0.96062094,0.5475398,6.1415997,0.03937596,4.750473,-0.85052705,1.1157291,0.066685855,-1.0598586,0.9792332,0.07188694,0.9563341,0.22207016,-0.35895884,1.0654558,0.041820653,-1.1942449,0.21070698,0.835286
2436,-0.98153275,0.93943125,0.5408578,6.167116,0.023535326,4.7234116,-0.8395604,1.1163882,0.075191446,-1.0352881,0.97498,0.062358275,0.9563341,0.22207016,-0.34542787,1.0572944,0.09909105,-0.51107377,0.15911265,0.1656459
2437,-0.977154,0.9221539,0.5416939,6.176999,0.030687476,4.6961927,-0.8459801,1.1010737,0.082950234,-1.0276548,0.97302985,0.06251645,0.9563341,0.22207016,-0.33181846,0.9169656,0.22949998,-0.3712218,0.040063474,0.03940335
2438,-0.97271246,0.90524995,0.5454965,6.1699834,0.02959353,4.679033,-0.8576851,1.0586628,0.07775808,-1.0301344,0.97059095,0.066017404,0.9563341,0.22207016,-0.32323873,0.8686045,0.25767297,0.51728016,0.09467866,0.8405189
2439,-0.9715094,0.8848745,0.5465677,6.140344,6.2790627,4.6776366,-0.86271095,0.9978937,0.060849793,-1.0291197,0.9826685,0.07589023,0.9563341,0.22207016,-0.3225404,0.9519466,0.16640308,1.4673883,0.05583971,1.7899287
2440,-0.97162735,0.865425,0.54342765,6.1031256,6.2593865,4.6831875,-0.8640667,0.92234087,0.038216084,-1.02941,0.98737,0.08412719,0.9563341,0.22207016,-0.32531583,0.91548866,0.14725721,1.3118603,0.0852369,1.6371762
2441,-0.9715522,0.84425235,0.5469367,6.085825,6.2416945,4.660911,-0.86253846,0.8954561,0.041890174,-1.0334597,0.97547364,0.09152649,0.9563341,0.22207016,-0.31417787,1.0831857,0.11480283,-0.8758219,0.16612525,0.561644
2442,-0.9695771,0.825319,0.5498573,6.0848603,6.2611246,4.631732,-0.8639468,0.8668421,0.0407279,-1.0395489,0.9492891,0.0896039,0.9563341,0.22207016,-0.29958832,1.0194693,0.20412678,-0.29960403,0.06563544,1.5705824e-05
2443,-0.9678144,0.80736864,0.54962766,6.0843763,0.0038987612,4.6001673,-0.8741581,0.84672034,0.038628593,-1.0378419,0.9195672,0.08513403,0.9563341,0.22207016,-0.28380585,1.044716,0.16664284,-0.632754,0.10432423,0.34894818
2444,-0.96654433,0.78760487,0.54943776,6.095319,0.011710446,4.5606914,-0.87915033,0.84332806,0.04061383,-1.0331595,0.87555236,0.079274,0.9563341,0.22207016,-0.264068,1.0505767,0.15403095,-1.4200345,0.11623681,1.1559665
2445,-0.96577674,0.76567036,0.550103,6.125195,6.2733855,4.5179844,-0.87180555,0.84385765,0.049977332,-1.0253946,0.8312455,0.07475267,0.9563341,0.22207016,-0.24271452,1.0779426,0.1425476,-1.3735607,0.14530128,1.1308461
2446,-0.96509445,0.7425462,0.55002284,6.167501,6.243747,4.485374,-0.8561393,0.84343106,0.06445504,-1.0036844,0.80485606,0.07084669,0.9563341,0.22207016,-0.22640932,1.0971153,0.15398465,-0.6496955,0.15638086,0.4232862
2447,-0.9636681,0.72157615,0.5553416,6.1895647,6.2360005,4.459722,-0.8522291,0.8267748,0.07888785,-1.0067893,0.79737973,0.07361244,0.9563341,0.22207016,-0.21358323,1.006399,0.28391019,-0.41264176,0.07956561,0.19905853
2448,-0.962773,0.7021216,0.56150895,6.194003,6.2344117,4.4477377,-0.86061615,0.78853,0.082710184,-1.0103507,0.79835385,0.08104038,0.9563341,0.22207016,-0.20759094,0.9822693,0.26183596,0.9447018,0.047475807,1.1522927
2449,-0.9639718,0.68266535,0.5635538,6.186956,6.233337,4.445139,-0.8730131,0.7298301,0.07114744,-1.0017291,0.80933136,0.09255278,0.9563341,0.22207016,-0.2062918,0.982197,0.20315278,1.26096,0.032043025,1.4672518
2450,-0.9660285,0.6633431,0.5622711,6.1763535,6.240116,4.4372864,-0.88392544,0.6744315,0.060011283,-0.99602467,0.8057134,0.09737745,0.9563341,0.22207016,-0.20236528,1.0467768,0.21250786,0.22837093,0.09094675,0.4307362
2451,-0.9681299,0.6446135,0.55841464,6.1649084,6.2609015,4.4306545,-0.8844732,0.6325349,0.051035687,-0.9984172,0.7874157,0.09315865,0.9563341,0.22207016,-0.19904935,1.0146478,0.20082122,0.56681347,0.062064547,0.7658628
2452,-0.97117674,0.6269231,0.550568,6.145891,0.0011329446,4.415373,-0.87777346,0.5970798,0.040406257,-1.0034258,0.76520646,0.08535005,0.9563341,0.22207016,-0.19140875,1.0153124,0.18186365,0.059251614,0.071379304,0.25066036
2453,-0.9735581,0.607934,0.54094285,6.1375,0.011125686,4.386419,-0.87212753,0.58078396,0.029992908,-1.0108776,0.73476607,0.0733735,0.9563341,0.22207016,-0.17693174,0.9931632,0.22027193,-0.6909718,0.03687299,0.51404005
2454,-0.97530985,0.588164,0.5404341,6.1637945,0.0018988476,4.363628,-0.8650382,0.5868941,0.033281073,-1.0253588,0.69172126,0.06634398,0.9563341,0.22207016,-0.16553628,0.98583364,0.13415232,-0.63674194,0.09273493,0.47120565
2455,-0.9787489,0.56648076,0.53931373,6.192788,6.2446036,4.3362894,-0.8573112,0.6001562,0.04224755,-1.0193995,0.6540642,0.05901286,0.9563341,0.22207016,-0.15186703,1.0075529,0.14380085,-0.50491995,0.09353846,0.3530529
2456,-0.98170906,0.5456183,0.5393992,6.222226,6.217817,4.3220987,-0.85259795,0.6014399,0.053622127,-1.0092225,0.63507617,0.056747317,0.9563341,0.22207016,-0.1447717,0.96325845,0.18320769,0.07603067,0.03947452,0.22080237
2457,-0.9832912,0.5289516,0.5450785,6.231095,6.2273235,4.308204,-0.86740077,0.5813165,0.060161278,-1.0109713,0.63112617,0.061928347,0.9563341,0.22207016,-0.13782442,0.8598882,0.23668087,0.5022701,0.09754634,0.6400945
2458,-0.98671144,0.5119078,0.5494192,6.227677,6.2287927,4.3009334,-0.8855961,0.553059,0.060566276,-1.0077499,0.632516,0.07059133,0.9563341,0.22207016,-0.13418901,0.92740875,0.1781053,0.99198985,0.052626852,1.1261789
2459,-0.9910397,0.4943776,0.5505399,6.220997,6.2368197,4.298536,-0.8980887,0.5313378,0.057929993,-1.0072043,0.62647253,0.075445205,0.9563341,0.22207016,-0.13299012,0.91315687,0.1720305,1.2406807,0.066092685,1.3736708
2460,-0.9961217,0.47966775,0.5476125,6.2025404,6.266126,4.3023896,-0.9034594,0.49807554,0.04755275,-1.0134788,0.61083883,0.07396904,0.9563341,0.22207016,-0.13491702,0.8962115,0.11417128,1.1013558,0.12351881,1.2362728
2461,-1.0021572,0.46615875,0.54082304,6.1753097,0.01590801,4.2988153,-0.8988752,0.46487373,0.034919396,-1.0229139,0.59461254,0.069175765,0.9563341,0.22207016,-0.13312984,0.8981562,0.095020846,0.6306489,0.13973616,0.76377875
2462,-1.0075586,0.4504227,0.5356791,6.1649904,0.031484235,4.277337,-0.89609444,0.4579526,0.029911831,-1.0387552,0.5683541,0.062601805,0.9563341,0.22207016,-0.12239087,0.91836184,0.11339629,-0.6551625,0.11511691,0.53277165
2463,-1.0137215,0.43289182,0.5354205,6.175817,0.021338696,4.2417026,-0.8906484,0.4703524,0.03708689,-1.0558078,0.5326609,0.058560893,0.9563341,0.22207016,-0.10457349,0.9477784,0.052534465,-1.2863845,0.16975145,1.181811
2464,-1.0218011,0.41434056,0.5352769,6.191123,6.2756224,4.2050276,-0.8746904,0.47515276,0.049234882,-1.0508059,0.49905142,0.05450517,0.9563341,0.22207016,-0.086236,0.98129916,0.012053642,-1.036984,0.21149513,0.95074797
2465,-1.0289686,0.3966604,0.5378541,6.204633,6.257205,4.1739826,-0.8685614,0.471781,0.06481049,-1.0455027,0.4851459,0.056153044,0.9563341,0.22207016,-0.0707134,0.9116246,0.15019011,-1.0313755,0.084650345,0.9606621
2466,-1.0342963,0.38087597,0.54422784,6.2046723,6.2526207,4.1499834,-0.88312554,0.45654812,0.07606537,-1.0466099,0.4807345,0.06284478,0.9563341,0.22207016,-0.058713794,0.83024764,0.2025201,0.12897763,0.12759311,0.18769142
2467,-1.0423905,0.3657502,0.54872924,6.183817,6.2397723,4.1434665,-0.90250707,0.41739038,0.06993876,-1.0382079,0.48402312,0.075339705,0.9563341,0.22207016,-0.055455446,0.8555953,0.1056861,1.157814,0.15392712,1.2132695
2468,-1.0513715,0.35134968,0.5492769,6.157677,6.235158,4.139554,-0.929295,0.36430362,0.053517565,-1.0325329,0.484304,0.08539574,0.9563341,0.22207016,-0.053499103,0.8557575,0.10922589,0.8331329,0.15116048,0.886632
2469,-1.0604498,0.3345872,0.5560968,6.15606,6.2340417,4.110676,-0.93559164,0.34113362,0.060221583,-1.038371,0.47275966,0.09314038,0.9563341,0.22207016,-0.039059997,0.97823316,0.110064745,-0.91561383,0.11412616,0.87655383
2470,-1.0673106,0.32110265,0.5602053,6.1533284,6.276364,4.086132,-0.94554305,0.29460394,0.05554463,-1.0516095,0.45318213,0.09274568,0.9563341,0.22207016,-0.026788235,0.9121858,0.14261524,-0.27592096,0.09089641,0.24913272
2471,-1.074745,0.30784774,0.5598973,6.1458063,0.028214633,4.061089,-0.95542365,0.26186794,0.052924514,-1.059002,0.43225282,0.09097478,0.9563341,0.22207016,-0.014266729,0.9298795,0.14155206,-0.22162913,0.08475265,0.2073624
2472,-1.0832608,0.2916401,0.55548507,6.145093,0.034660105,4.026998,-0.96507734,0.249733,0.048373193,-1.066167,0.40371203,0.085023135,0.5944992,-0.3894542,-0.6596533,0.97464335,0.2025608,-0.8764252,0.7035562,0.2167719
2473,-0.1083006,0.30669403,0.8,6.2831855,5.0196867e-08,0.8692755,-0.1829476,0.36740232,0.30131036,-0.035980713,0.24323122,0.3013103,0.94202524,0.24805528,0.990857,0.0,0.0,0.0,0.974137,0.990857
2474,-0.10633603,0.3060804,0.7965577,6.2690396,6.262948,0.89500093,-0.1888814,0.37711936,0.2971803,-0.05859743,0.21534291,0.30321732,0.94202524,0.24805528,0.97799456,-0.0009202136,-0.06692828,1.2229902,0.99416333,0.2449956
2475,-0.10423587,0.3065073,0.7878396,6.2584953,6.2291155,0.9226286,-0.20922306,0.38919598,0.29427594,-0.07339574,0.1692292,0.31079364,0.94202524,0.24805528,0.9641806,-0.012449377,-0.0149315465,-0.16474813,0.9900424,1.1289287
2476,-0.10440001,0.30850258,0.774887,6.268302,6.204596,0.91309506,-0.23484714,0.39078218,0.2953007,-0.057641372,0.13245991,0.30918133,0.94202524,0.24805528,0.9689475,-0.0060117636,0.074231364,-2.8518205,0.9638407,3.8207679
2477,-0.105424546,0.31133604,0.7594916,0.006995993,6.1907353,0.8874507,-0.23880401,0.3863297,0.2855085,-0.036685064,0.114591286,0.29639968,0.94202524,0.24805528,0.9817697,0.015364637,0.0800868,-2.9977267,0.9417607,3.9794965
2478,-0.10784885,0.31282642,0.74189895,0.03022002,6.2038383,0.86969066,-0.21560425,0.388529,0.25886375,-0.027511325,0.11353227,0.27558944,0.94202524,0.24805528,0.9906496,-0.0009493103,0.07514912,-2.1502542,0.95869577,3.140904
2479,-0.11105423,0.3144248,0.7205063,0.05313075,6.2212243,0.8591782,-0.18529512,0.38128325,0.23194662,-0.027228614,0.124398775,0.2476848,0.94202524,0.24805528,0.99590576,0.01344589,0.10363207,-2.6078014,0.9397434,3.6037073
2480,-0.11366182,0.31596145,0.69448805,0.06900204,6.2323065,0.8627828,-0.15994713,0.3661806,0.20709048,-0.034077812,0.13831478,0.21482253,0.94202524,0.24805528,0.99410355,0.015396099,0.070772834,-2.1246033,0.94343555,3.1187067
2481,-0.11450259,0.3168302,0.66416657,0.07126315,6.2352023,0.8788516,-0.14554292,0.3574328,0.17922497,-0.044422865,0.14804587,0.1788917,0.94202524,0.24805528,0.9860693,0.017935874,0.024191668,-1.5430726,0.95081866,2.529142
2482,-0.11469529,0.3172163,0.62953085,0.06868586,6.2341995,0.90629584,-0.13825105,0.3575137,0.14660734,-0.055624057,0.14775662,0.14342745,0.94202524,0.24805528,0.9723469,0.013860299,0.009012483,-0.8399536,0.95845276,1.8123004
2483,-0.115017675,0.317539,0.59046614,0.068361886,6.2309403,0.9339908,-0.1373954,0.3581749,0.11155188,-0.061904844,0.13925377,0.1072222,0.94202524,0.24805528,0.95849955,0.003693873,0.017183036,-0.87369263,0.9663166,1.8321922
2484,-0.11531957,0.31838515,0.5470217,0.07114754,6.2214684,0.9550502,-0.14269973,0.35302597,0.07618135,-0.06333252,0.1282432,0.0681605,0.94202524,0.24805528,0.9479698,0.008634314,0.027538454,-1.0956147,0.9590862,2.0435843
2485,-0.113284566,0.32442933,0.5121418,0.062356055,6.180549,0.98149276,-0.14472637,0.348843,0.052630022,-0.0603819,0.119857505,0.04077016,0.94202524,0.24805528,0.93474853,0.43552053,0.21193798,0.73019856,0.5077908,0.20454997
2486,-0.10997681,0.33704817,0.5015421,0.05351228,6.12915,0.99585116,-0.14074945,0.34918308,0.04889235,-0.051597834,0.123475544,0.037184782,0.94202524,0.24805528,0.92756927,0.5000695,0.2247152,-0.9776753,0.4425716,1.9052446
2487,-0.10879038,0.34982684,0.49828565,0.07059624,6.1124825,0.98399484,-0.13628574,0.34770134,0.049396627,-0.04782317,0.13652399,0.03355643,0.94202524,0.24805528,0.93349755,0.5374966,0.25686628,-1.731797,0.40462458,2.6652946
2488,-0.10854392,0.3633118,0.50246155,0.08666876,6.12252,0.9761715,-0.13095102,0.34738502,0.050685085,-0.041881904,0.14264923,0.039400734,0.94202524,0.24805528,0.93740904,0.6011623,0.31222388,-1.3356549,0.3468503,2.273064
2489,-0.10636095,0.37630478,0.5082053,0.08722706,6.139017,0.9815917,-0.1269954,0.35047925,0.046417557,-0.04886499,0.15210879,0.046369955,0.94202524,0.24805528,0.9346992,0.6569841,0.2308596,-0.7865876,0.28555936,1.7212868
2490,-0.10319181,0.3878212,0.5106337,0.07285556,6.1636653,1.0047903,-0.1298198,0.35530773,0.039920107,-0.06362131,0.16908145,0.046788678,0.94202524,0.24805528,0.92309964,0.6378379,0.17584674,-0.026034571,0.3126404,0.94913423
2491,-0.098817825,0.39897433,0.5084385,0.052954063,6.1801214,1.0273123,-0.1480329,0.35296348,0.034722954,-0.071945116,0.18240473,0.04620397,0.94202524,0.24805528,0.91183865,0.6465631,0.15011835,-0.39257383,0.3112708,1.3044125
2492,-0.09584255,0.4132189,0.50922817,0.062417686,6.166004,1.0500554,-0.15162218,0.3554247,0.044080794,-0.076825686,0.18856871,0.05272132,0.94202524,0.24805528,0.9004673,0.71176374,0.1686596,0.18073374,0.24356526,0.71973354
